,Position,Track Name,Artist,URL,Date
9,10,White Tee,CORPSE,https://open.spotify.com/track/3qdRwIwWa5nVZnNp43uYrx,2020-10-15
10,11,This Side of Paradise,Coyote Theory,https://open.spotify.com/track/3sgf2a905hjZ81tXYytY6i,2020-10-15
11,12,Never Satisfied,CORPSE,https://open.spotify.com/track/04bEhujOxzNrXeideMtFuR,2020-10-15
12,13,THICK,DJ Chose,https://open.spotify.com/track/0YYNIGKgAk34vZkV2NySie,2020-10-15
13,14,Melukis Senja,Budi Doremi,https://open.spotify.com/track/0ZEYRVISCaqz5yamWZWzaA,2020-10-15
14,15,Onna Come Up,Lil Eazzyy,https://open.spotify.com/track/3NxFTRr0692mbC5hD0nEZD,2020-10-15
15,16,Capitalize Off Pain,Big $tunt,https://open.spotify.com/track/7x3vcsxOTWQm3FxRrUEqzv,2020-10-15
16,17,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-15
17,18,No Wind Resistance!,Kinneret,https://open.spotify.com/track/78Vm1H6bT8WQyPNyx7HBhP,2020-10-15
18,19,I LOVE YOU,TREASURE,https://open.spotify.com/track/4zazrdH47Bkgunb3riXVlJ,2020-10-15
19,20,You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-15
20,21,Seguro Te Pierdo,Sergi,https://open.spotify.com/track/0ke0R5JPGUizivHk02hlyu,2020-10-15
21,22,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-10-15
22,23,See Nobody,Wes Nelson,https://open.spotify.com/track/0osdzA0D159EUmBcrwMcB4,2020-10-15
23,24,What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-15
24,25,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-15
25,26,Bande organisée,13 Organisé,https://open.spotify.com/track/6YzQOngfcV0W9F8UOTnEEK,2020-10-15
26,27,Throat Baby (Go Baby),BRS Kash,https://open.spotify.com/track/31iqpzg1ZXLLgq0L5iIwLe,2020-10-15
27,28,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-15
28,29,Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,2020-10-15
29,30,Michelle,Sir Chloe,https://open.spotify.com/track/3sa1wUB8FAkoH95MGPGBWI,2020-10-15
30,31,Se Te Nota (with Guaynaa),Lele Pons,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,2020-10-15
31,32,Unsaid Emily (feat. Charlie Gillespie),Julie and the Phantoms Cast,https://open.spotify.com/track/2vEDOWuYM6r2LO9HXI47F1,2020-10-15
32,33,Vida de Rico,Camilo,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,2020-10-15
33,34,Holy (feat. Chance The Rapper),Justin Bieber,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-15
34,35,Mood (feat. iann dior),24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-15
35,36,Dreams - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,2020-10-15
36,37,Wake Up (feat. Madison Reyes),Julie and the Phantoms Cast,https://open.spotify.com/track/3gy83YfNaZOsAvkbVgD6IQ,2020-10-15
37,38,Heather,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-15
38,39,Dynamite,BTS,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-15
39,40,LA DI DA,EVERGLOW,https://open.spotify.com/track/60M8FSYZP8MA0Wy2huOADL,2020-10-15
40,41,"Edge of Great (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",Julie and the Phantoms Cast,https://open.spotify.com/track/1e2ofLpE40cjEeMENP7pzv,2020-10-15
41,42,Blueberry Eyes (feat. SUGA of BTS),MAX,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,2020-10-15
42,43,M to the B,Millie B,https://open.spotify.com/track/1meosvrJFk4xXo1HwUIasC,2020-10-15
43,44,Devam (feat. Luciano & Ezhel),Gentleman,https://open.spotify.com/track/4ow1etGbQ8kfbAT3QPlmhN,2020-10-15
44,45,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,2020-10-15
45,46,Jerusalema (feat. Nomcebo Zikode),Master KG,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,2020-10-15
46,47,"Flying Solo (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",Julie and the Phantoms Cast,https://open.spotify.com/track/2e3ZtFtjaPvcBgJy3xpXFT,2020-10-15
47,48,Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1,2020-10-15
48,49,Romance Desapegado,Conde do Forró,https://open.spotify.com/track/54OqGd3dmug64db0ZtOtF4,2020-10-15
49,50,Tu Foto Del DNI,Marmi,https://open.spotify.com/track/1eWWdO6oIBdJT8SCXaYCYV,2020-10-15
0,1,Die Very Rough,Mario Judah,https://open.spotify.com/track/1AyrLa7PkFQvt1A6XQY3ff,2020-10-22
1,2,Drip Like ME,Kenndog,https://open.spotify.com/track/5lNsNowjCKqgafSWE7Ie2Z,2020-10-22
2,3,Ulap,Rob Deniel,https://open.spotify.com/track/0en1kxNAvVQxLpbteRTG7L,2020-10-22
3,4,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-10-22
4,5,Whoopty,CJ,https://open.spotify.com/track/1RSzyxqtIO4yX3EyiV4zT5,2020-10-22
5,6,Cat Girls Are Ruining My Life!,CORPSE,https://open.spotify.com/track/4SPBwOTXgku4QvmRtMEGfW,2020-10-22
6,7,Twerk for Me,300yearsyoung,https://open.spotify.com/track/5Z7DaI0gKpyI4R9adSNihZ,2020-10-22
7,8,Miss YOU!,CORPSE,https://open.spotify.com/track/3pXVmZh293nWtqxildz9jf,2020-10-22
8,9,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-22
9,10,White Tee,CORPSE,https://open.spotify.com/track/3qdRwIwWa5nVZnNp43uYrx,2020-10-22
10,11,Mi Regalo Mas Bonito,La Ross Maria,https://open.spotify.com/track/3JgGutjAwNXGAxcXaqVgWe,2020-10-22
11,12,Never Satisfied,CORPSE,https://open.spotify.com/track/04bEhujOxzNrXeideMtFuR,2020-10-22
12,13,Melukis Senja,Budi Doremi,https://open.spotify.com/track/0ZEYRVISCaqz5yamWZWzaA,2020-10-22
13,14,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-22
14,15,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-10-22
15,16,Seguro Te Pierdo,Sergi,https://open.spotify.com/track/09z12iI8PMeFdltykewNpt,2020-10-22
16,17,This Side of Paradise,Coyote Theory,https://open.spotify.com/track/3sgf2a905hjZ81tXYytY6i,2020-10-22
17,18,THICK,DJ Chose,https://open.spotify.com/track/0YYNIGKgAk34vZkV2NySie,2020-10-22
18,19,Onna Come Up,Lil Eazzyy,https://open.spotify.com/track/3NxFTRr0692mbC5hD0nEZD,2020-10-22
19,20,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-22
20,21,See Nobody,Wes Nelson,https://open.spotify.com/track/0osdzA0D159EUmBcrwMcB4,2020-10-22
21,22,Throat Baby (Go Baby),BRS Kash,https://open.spotify.com/track/31iqpzg1ZXLLgq0L5iIwLe,2020-10-22
22,23,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-22
23,24,What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-22
24,25,Pull Up,LMB DG,https://open.spotify.com/track/6NwyHRfUVnUBUZW9W5McAZ,2020-10-22
25,26,Se Te Nota (with Guaynaa),Lele Pons,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,2020-10-22
26,27,You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-22
27,28,Capitalize Off Pain,Big $tunt,https://open.spotify.com/track/7x3vcsxOTWQm3FxRrUEqzv,2020-10-22
28,29,Bande organisée,13 Organisé,https://open.spotify.com/track/6YzQOngfcV0W9F8UOTnEEK,2020-10-22
29,30,Michelle,Sir Chloe,https://open.spotify.com/track/3sa1wUB8FAkoH95MGPGBWI,2020-10-22
30,31,Vida de Rico,Camilo,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,2020-10-22
31,32,Blueberry Eyes (feat. SUGA of BTS),MAX,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,2020-10-22
32,33,Holy (feat. Chance The Rapper),Justin Bieber,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020-10-22
33,34,Mood (feat. iann dior),24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-22
34,35,Reveries,Ava Cerasoli,https://open.spotify.com/track/2Wq70oxNy3i4KOW175fUs2,2020-10-22
35,36,Unsaid Emily (feat. Charlie Gillespie),Julie and the Phantoms Cast,https://open.spotify.com/track/2vEDOWuYM6r2LO9HXI47F1,2020-10-22
36,37,I LOVE YOU,TREASURE,https://open.spotify.com/track/4zazrdH47Bkgunb3riXVlJ,2020-10-22
37,38,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,2020-10-22
38,39,Kukira Kau Rumah,Amigdala,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7,2020-10-22
39,40,Mad at Disney,salem ilese,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,2020-10-22
40,41,Monster Mash,"Bobby ""Boris"" Pickett",https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC,2020-10-22
41,42,Destri,Gazzelle,https://open.spotify.com/track/0WBg2If3H9nN9RFl2xO2SZ,2020-10-22
42,43,Rita,Tierry,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-22
43,44,Heather,Conan Gray,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,2020-10-22
44,45,Dynamite,BTS,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020-10-22
45,46,Um Sabadão Desse Uma Lua Dessa,Mc Talibã,https://open.spotify.com/track/3KfyRuNdcCGsZb15sqrXDA,2020-10-22
46,47,Dreams - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,2020-10-22
47,48,LA DI DA,EVERGLOW,https://open.spotify.com/track/60M8FSYZP8MA0Wy2huOADL,2020-10-22
48,49,No Wind Resistance!,Kinneret,https://open.spotify.com/track/78Vm1H6bT8WQyPNyx7HBhP,2020-10-22
49,50,Судно (Борис Рижий),Molchat Doma,https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p,2020-10-22
0,1,Die Very Rough,Mario Judah,https://open.spotify.com/track/1AyrLa7PkFQvt1A6XQY3ff,2020-10-29
1,2,E-GIRLS ARE RUINING MY LIFE!,CORPSE,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,2020-10-29
2,3,Drip Like ME,Kenndog,https://open.spotify.com/track/5lNsNowjCKqgafSWE7Ie2Z,2020-10-29
3,4,Whoopty,CJ,https://open.spotify.com/track/1RSzyxqtIO4yX3EyiV4zT5,2020-10-29
4,5,Patlamaya Devam,Isyan Tetick,https://open.spotify.com/track/4InPkb53JOmTmpM1njbl6A,2020-10-29
5,6,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-10-29
6,7,Cat Girls Are Ruining My Life!,CORPSE,https://open.spotify.com/track/4SPBwOTXgku4QvmRtMEGfW,2020-10-29
7,8,Miss YOU!,CORPSE,https://open.spotify.com/track/3pXVmZh293nWtqxildz9jf,2020-10-29
8,9,Ulap,Rob Deniel,https://open.spotify.com/track/0en1kxNAvVQxLpbteRTG7L,2020-10-29
9,10,White Tee,CORPSE,https://open.spotify.com/track/3qdRwIwWa5nVZnNp43uYrx,2020-10-29
10,11,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-10-29
11,12,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-10-29
12,13,Melukis Senja,Budi Doremi,https://open.spotify.com/track/0ZEYRVISCaqz5yamWZWzaA,2020-10-29
13,14,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-10-29
14,15,Never Satisfied,CORPSE,https://open.spotify.com/track/04bEhujOxzNrXeideMtFuR,2020-10-29
15,16,Kukira Kau Rumah,Amigdala,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7,2020-10-29
16,17,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-10-29
17,18,"Seu Gostoso, Rebola e Joga (feat. Mc Ká de Paris, Dj Novinho do Jaca & DJ Lula do Jaca)",Mc Juninho FSF,https://open.spotify.com/track/7bXYz8VjWW5xKFY4fAkJ6U,2020-10-29
18,19,Meu Lado da História,Nandx710,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-10-29
19,20,Seguro Te Pierdo,Sergi,https://open.spotify.com/track/09z12iI8PMeFdltykewNpt,2020-10-29
20,21,Monster Mash,"Bobby ""Boris"" Pickett",https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC,2020-10-29
21,22,Reveries,Ava Cerasoli,https://open.spotify.com/track/2Wq70oxNy3i4KOW175fUs2,2020-10-29
22,23,Mi Regalo Mas Bonito,La Ross Maria,https://open.spotify.com/track/3JgGutjAwNXGAxcXaqVgWe,2020-10-29
23,24,Blueberry Eyes (feat. SUGA of BTS),MAX,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,2020-10-29
24,25,廻廻奇譚,Eve,https://open.spotify.com/track/2gSkvrwfCXCgqeugzezn97,2020-10-29
25,26,Papi Chulo,Octavian,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA,2020-10-29
26,27,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,2020-10-29
27,28,Vida de Rico,Camilo,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,2020-10-29
28,29,This Side of Paradise,Coyote Theory,https://open.spotify.com/track/3sgf2a905hjZ81tXYytY6i,2020-10-29
29,30,Pull Up,LMB DG,https://open.spotify.com/track/6NwyHRfUVnUBUZW9W5McAZ,2020-10-29
30,31,Lovesick Girls,BLACKPINK,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,2020-10-29
31,32,What You Know Bout Love,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020-10-29
32,33,See Nobody,Wes Nelson,https://open.spotify.com/track/0osdzA0D159EUmBcrwMcB4,2020-10-29
33,34,Onna Come Up,Lil Eazzyy,https://open.spotify.com/track/3NxFTRr0692mbC5hD0nEZD,2020-10-29
34,35,Rita,Tierry,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-10-29
35,36,Michelle,Sir Chloe,https://open.spotify.com/track/48rZVgAGm0OlbbxjikCpqm,2020-10-29
36,37,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,2020-10-29
37,38,Bande organisée,13 Organisé,https://open.spotify.com/track/6YzQOngfcV0W9F8UOTnEEK,2020-10-29
38,39,ALTALENE (feat. Mara Sattei & Coez),BLOODY VINYL,https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX,2020-10-29
39,40,Wonder,Shawn Mendes,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,2020-10-29
40,41,Cabin Fever,CORPSE,https://open.spotify.com/track/5cCpq6EJqI8dgz8FwE7gk3,2020-10-29
41,42,Se Te Nota (with Guaynaa),Lele Pons,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,2020-10-29
42,43,Mood (feat. iann dior),24kGoldn,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020-10-29
43,44,THICK,DJ Chose,https://open.spotify.com/track/0YYNIGKgAk34vZkV2NySie,2020-10-29
44,45,Gone Too Soon,Andrew Jannakos,https://open.spotify.com/track/07mnxqYqssab1EEBynCuQ4,2020-10-29
45,46,You Got It,Vedo,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,2020-10-29
46,47,This Is Halloween,The Citizens of Halloween,https://open.spotify.com/track/0yURuYmnz9tl4K04e5Y6aQ,2020-10-29
47,48,Destri,Gazzelle,https://open.spotify.com/track/0WBg2If3H9nN9RFl2xO2SZ,2020-10-29
48,49,Heart Of Glass (Live from the iHeart Festival),Miley Cyrus,https://open.spotify.com/track/5i7ThJfYLAzp2DyZuFpF6j,2020-10-29
49,50,Throat Baby (Go Baby),BRS Kash,https://open.spotify.com/track/31iqpzg1ZXLLgq0L5iIwLe,2020-10-29
0,1,Gdzie jest biały węgorz ? (Zejście),Cypis,https://open.spotify.com/track/6ZKCcRjkXXUk67OfqS2fJT,2020-11-05
1,2,E-GIRLS ARE RUINING MY LIFE!,CORPSE,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,2020-11-05
2,3,Problemas,Paris Boy,https://open.spotify.com/track/2aQJOc2QUTdQl1J2Z9VxYO,2020-11-05
3,4,Die Very Rough,Mario Judah,https://open.spotify.com/track/1AyrLa7PkFQvt1A6XQY3ff,2020-11-05
4,5,Touch You,遠野高志,https://open.spotify.com/track/6qWEpnyU43Bcrx3vfbGuVm,2020-11-05
5,6,Pilfingerdansen - Remix,Sigurd Barrett,https://open.spotify.com/track/1xH7LBCKd4kBzD3hiDMJcQ,2020-11-05
6,7,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-11-05
7,8,Whoopty,CJ,https://open.spotify.com/track/1RSzyxqtIO4yX3EyiV4zT5,2020-11-05
8,9,Patlamaya Devam,Isyan Tetick,https://open.spotify.com/track/4InPkb53JOmTmpM1njbl6A,2020-11-05
9,10,Make A Wish (Birthday Song),NCT U,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia,2020-11-05
10,11,Monster Mash,"Bobby ""Boris"" Pickett",https://open.spotify.com/track/0xxZY5C9xxij3D1HkzbnfC,2020-11-05
11,12,moment,Vierre Cloud,https://open.spotify.com/track/2JKIYl8KaAMzOR1dIzEO5f,2020-11-05
12,13,Drip Like ME,Kenndog,https://open.spotify.com/track/5lNsNowjCKqgafSWE7Ie2Z,2020-11-05
13,14,This Is Halloween,The Citizens of Halloween,https://open.spotify.com/track/0yURuYmnz9tl4K04e5Y6aQ,2020-11-05
14,15,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-11-05
15,16,Cat Girls Are Ruining My Life!,CORPSE,https://open.spotify.com/track/4SPBwOTXgku4QvmRtMEGfW,2020-11-05
16,17,Miss YOU!,CORPSE,https://open.spotify.com/track/3pXVmZh293nWtqxildz9jf,2020-11-05
17,18,From Home,NCT U,https://open.spotify.com/track/3SHcE3vk03KHPKHzvTKs5j,2020-11-05
18,19,Melukis Senja,Budi Doremi,https://open.spotify.com/track/0ZEYRVISCaqz5yamWZWzaA,2020-11-05
19,20,DON'T TOUCH ME,REFUND SISTERS,https://open.spotify.com/track/5WYW22IZkApppYwwJfZ7wC,2020-11-05
20,21,炎,LiSA,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,2020-11-05
21,22,Put Your Records On,Ritt Momney,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-11-05
22,23,gebe auf.,Lune,https://open.spotify.com/track/1upzszB5JxMfNUEBmkcgaO,2020-11-05
23,24,廻廻奇譚,Eve,https://open.spotify.com/track/2gSkvrwfCXCgqeugzezn97,2020-11-05
24,25,Sofia,Clairo,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,2020-11-05
25,26,"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,https://open.spotify.com/track/1sUdq3kWa9dJXHu3eYOUll,2020-11-05
26,27,Allah’ından Bul,Ezhel,https://open.spotify.com/track/350aUOZhGtTOK1dQbQFKNc,2020-11-05
27,28,Papi Chulo,Octavian,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA,2020-11-05
28,29,Ulap,Rob Deniel,https://open.spotify.com/track/0en1kxNAvVQxLpbteRTG7L,2020-11-05
29,30,Снова я напиваюсь,SLAVA MARLOW,https://open.spotify.com/track/18t2lAzaHW2bJomYeyzrpy,2020-11-05
30,31,Daisy,Ashnikko,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,2020-11-05
31,32,Kukira Kau Rumah,Amigdala,https://open.spotify.com/track/1xdp8tXLTGbPeUSEODP9N7,2020-11-05
32,33,White Tee,CORPSE,https://open.spotify.com/track/3qdRwIwWa5nVZnNp43uYrx,2020-11-05
33,34,Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz,2020-11-05
34,35,Meu Lado da História,Nandx710,https://open.spotify.com/track/08LiZsFrLkWYtd20jeqWLh,2020-11-05
35,36,Seguro Te Pierdo,Sergi,https://open.spotify.com/track/09z12iI8PMeFdltykewNpt,2020-11-05
36,37,Blueberry Eyes (feat. SUGA of BTS),MAX,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,2020-11-05
37,38,Daisy,PENTAGON,https://open.spotify.com/track/14pjnaIqkpReO5D0tHofAS,2020-11-05
38,39,Never Satisfied,CORPSE,https://open.spotify.com/track/04bEhujOxzNrXeideMtFuR,2020-11-05
39,40,Pull Up,LMB DG,https://open.spotify.com/track/6NwyHRfUVnUBUZW9W5McAZ,2020-11-05
40,41,Halloween Theme - Main Title,John Carpenter,https://open.spotify.com/track/7swocJUCUWTCiRUAU9oerC,2020-11-05
41,42,Demons and Monsters,347aidan,https://open.spotify.com/track/6pgSQuEY2hJhRkC4YpZfJQ,2020-11-05
42,43,All I Need,Slushii,https://open.spotify.com/track/1gAPybZsQhhr7L8WgDneyj,2020-11-05
43,44,"Seu Gostoso, Rebola e Joga (feat. Mc Ká de Paris, Dj Novinho do Jaca & DJ Lula do Jaca)",Mc Juninho FSF,https://open.spotify.com/track/7bXYz8VjWW5xKFY4fAkJ6U,2020-11-05
44,45,Rita,Tierry,https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyG,2020-11-05
45,46,Vida de Rico,Camilo,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,2020-11-05
46,47,Misfit,NCT U,https://open.spotify.com/track/4W8cwOcrcDzbWQSWqtKG3g,2020-11-05
47,48,DAWNDIDIDAWN (Feat. Jessi),DAWN 던,https://open.spotify.com/track/0RxXtH5F2JaHUMMaJ5X6Zp,2020-11-05
48,49,Astronaut In The Ocean,Masked Wolf,https://open.spotify.com/track/0jdso14vaFnpRazMLEZovF,2020-11-05
49,50,Se Te Nota (with Guaynaa),Lele Pons,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,2020-11-05
0,1,Gdzie jest biały węgorz ? (Zejście),Cypis,https://open.spotify.com/track/4fNbS43X6yt4iWxLgRqwKa,2020-11-12
1,2,Home,Edith Whiskers,https://open.spotify.com/track/2qPSa6HXjzwa9sLhNGpA1T,2020-11-12
2,3,E-GIRLS ARE RUINING MY LIFE!,CORPSE,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve,2020-11-12
3,4,Problemas,Paris Boy,https://open.spotify.com/track/2aQJOc2QUTdQl1J2Z9VxYO,2020-11-12
4,5,Oh No,Kreepa,https://open.spotify.com/track/4qBMiRsJjtm1WR4KyAQqrX,2020-11-12
5,6,Touch You,遠野高志,https://open.spotify.com/track/6qWEpnyU43Bcrx3vfbGuVm,2020-11-12
6,7,Adderall (Corvette Corvette),Popp Hunna,https://open.spotify.com/track/3aAmQOxRPeKDL0HMWFA5qn,2020-11-12
7,8,Die Very Rough,Mario Judah,https://open.spotify.com/track/1AyrLa7PkFQvt1A6XQY3ff,2020-11-12
8,9,Mungkin Hari Ini Esok Atau Nanti,Anneth,https://open.spotify.com/track/7n5nvulc1oW1ErpeTrNezI,2020-11-12
9,10,FDT,YG,https://open.spotify.com/track/6k0DJqW2v2e4809Z1zN0YU,2020-11-12
10,11,Whoopty,CJ,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA,2020-11-12
11,12,Deep End,Fousheé,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA,2020-11-12
12,13,Pilfingerdansen - Remix,Sigurd Barrett,https://open.spotify.com/track/1xH7LBCKd4kBzD3hiDMJcQ,2020-11-12
13,14,Sudah - Story of Kale - Original Motion Picture Soundtrack,Ardhito Pramono,https://open.spotify.com/track/5QGdWvXwXMK2Zx6eKagyue,2020-11-12
14,15,Make A Wish (Birthday Song),NCT U,https://open.spotify.com/track/6FdShjf7nA2cqEnpv1tIia,2020-11-12
15,16,Patlamaya Devam,Isyan Tetick,https://open.spotify.com/track/4InPkb53JOmTmpM1njbl6A,2020-11-12
16,17,moment,Vierre Cloud,https://open.spotify.com/track/2JKIYl8KaAMzOR1dIzEO5f,2020-11-12
17,18,Gucci Bucket Hat,Pap Chanel,https://open.spotify.com/track/0DaMA9Qeod1l8d6kmEq4Ay,2020-11-12
18,19,At My Worst,Pink Sweat$,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr,2020-11-12
19,20,Lonely (with benny blanco),Justin Bieber,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,2020-11-12
20,21,No Eres La Oficial,David Santos,https://open.spotify.com/track/7LYWPZL216dyiN02mjefro,2020-11-12
21,22,Di Persimpangan Dilema,Terry,https://open.spotify.com/track/5PU8ZFAGNJeWYVBh8w5msX,2020-11-12
22,23,廻廻奇譚,Eve,https://open.spotify.com/track/2gSkvrwfCXCgqeugzezn97,2020-11-12
23,24,Drip Like ME,Kenndog,https://open.spotify.com/track/5lNsNowjCKqgafSWE7Ie2Z,2020-11-12
24,25,Took Her To The O,King Von,https://open.spotify.com/track/7fEoXCZTZFosUFvFQg1BmW,2020-11-12
25,26,Huyu Suyu,emir taha,https://open.spotify.com/track/67VXzMGtIrbj52tB6D4djH,2020-11-12
26,27,炎,LiSA,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,2020-11-12
27,28,A92 x Fumez The Engineer - Plugged In Freestyle,Fumez The Engineer,https://open.spotify.com/track/0goOUCNL6MYrqSVvGhvsxw,2020-11-12
28,29,You’re Mines Still (feat. Drake),Yung Bleu,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS,2020-11-12
29,30,Canceled,Larray,https://open.spotify.com/track/3VxOgQ9o1aKonFx4d5lPR3,2020-11-12
30,31,Producer Man,Lyn Lapid,https://open.spotify.com/track/5BArc3UpONi77FMkNT4LYU,2020-11-12
